contrast,cge,estimate,SE,df,lower.CL,upper.CL
(Ancestral - Cold),coldcge,-0.602326091010927,0.381603189416204,19.6299527939665,-1.3992994669659,0.194647284944046
(Ancestral - Hot),coldcge,1.84645568673908,0.45153575953009,27.8064180102201,0.921236431293067,2.77167494218509
(Cold - Hot),coldcge,2.44878177775001,0.461220649194046,27.30810440558,1.50293451945175,3.39462903604827
(Ancestral - Cold),hotcge,-0.498752123673978,0.381080484804521,19.6551666475731,-1.29456708658642,0.297062839238467
(Ancestral - Hot),hotcge,1.83147334864454,0.474949323683591,31.4917712237735,0.863420538593644,2.79952615869543
(Cold - Hot),hotcge,2.33022547231851,0.481115385668839,30.9005661232526,1.34885618150855,3.31159476312848
