138392	23 Mar 26	18:50:00	1	0	11	0	Ct	0	1	12	5	20	11	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
138393	23 Mar 26	19:00:00	1	0	11	0	Ct	0	1	17	30	46	14	0	0	0	1	5	1	0	0	1	0	1	1	1	2	4	9	0	0	0	9	6	0	0	0	0	0	0	0
138394	23 Mar 26	19:10:00	1	0	11	0	Ct	0	1	0	1	8	0	0	0	0	0	5	7	0	0	0	0	1	0	17	0	0	2	0	0	0	1	10	0	0	0	0	0	0	0
138395	23 Mar 26	19:20:00	1	0	11	0	Ct	0	1	0	9	0	0	0	0	1	1	5	3	0	0	1	0	0	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
138396	23 Mar 26	19:30:00	1	0	11	0	Ct	0	1	0	6	8	8	0	1	0	0	3	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
138397	23 Mar 26	19:40:00	1	0	11	0	Ct	0	1	1	15	5	2	0	1	0	0	16	3	0	0	0	0	0	1	0	0	0	10	0	0	0	1	4	0	0	0	0	0	0	0
138398	23 Mar 26	19:50:00	1	0	11	0	Ct	0	1	1	4	3	8	0	0	3	1	6	2	0	5	0	0	1	3	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
138399	23 Mar 26	20:00:00	1	0	11	0	Ct	0	1	0	5	3	31	0	3	0	0	7	4	0	0	1	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0
138400	23 Mar 26	20:10:00	1	0	11	0	Ct	0	1	1	2	1	31	0	2	0	1	2	13	1	0	0	0	0	7	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0
138401	23 Mar 26	20:20:00	1	0	11	0	Ct	0	1	7	0	0	6	0	1	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0
138402	23 Mar 26	20:30:00	1	0	11	0	Ct	0	1	6	1	0	3	0	1	0	5	10	2	0	7	15	1	0	6	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
138403	23 Mar 26	20:40:00	1	0	11	0	Ct	0	1	20	30	6	20	3	3	17	3	45	26	30	7	19	3	7	5	6	13	0	21	21	8	4	3	15	0	0	0	0	0	0	0
138404	23 Mar 26	20:50:00	1	0	11	0	Ct	0	0	4	13	8	14	0	0	2	0	4	15	24	0	5	0	0	0	0	2	0	1	18	0	0	7	1	0	0	0	0	0	0	0
138405	23 Mar 26	21:00:00	1	0	11	0	Ct	0	0	3	8	1	7	0	0	0	0	9	17	4	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0
138406	23 Mar 26	21:10:00	1	0	11	0	Ct	0	0	0	11	0	0	0	0	0	2	4	18	4	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0
138407	23 Mar 26	21:20:00	1	0	11	0	Ct	0	0	0	2	0	4	0	0	0	4	3	2	0	0	15	1	0	0	0	0	0	0	3	0	0	7	2	0	0	0	0	0	0	0
138408	23 Mar 26	21:30:00	1	0	11	0	Ct	0	0	3	4	1	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0
138409	23 Mar 26	21:40:00	1	0	11	0	Ct	0	0	0	0	6	0	0	0	0	0	1	5	0	4	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
138410	23 Mar 26	21:50:00	1	0	11	0	Ct	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
138411	23 Mar 26	22:00:00	1	0	11	0	Ct	0	0	0	0	0	0	0	1	0	0	1	7	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
138412	23 Mar 26	22:10:00	1	0	11	0	Ct	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
138413	23 Mar 26	22:20:00	1	0	11	0	Ct	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0
138414	23 Mar 26	22:30:00	1	0	11	0	Ct	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
138415	23 Mar 26	22:40:00	1	0	11	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
138416	23 Mar 26	22:50:00	1	0	11	0	Ct	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138417	23 Mar 26	23:00:00	1	0	11	0	Ct	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138418	23 Mar 26	23:10:00	1	0	11	0	Ct	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138419	23 Mar 26	23:20:00	1	0	11	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
138420	23 Mar 26	23:30:00	1	0	11	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
