138392	23 Mar 26	18:50:00	1	0	12	0	Ct	0	1	0	0	0	0	9	0	1	3	0	5	1	1	0	0	0	1	0	3	1	0	0	0	4	0	0	0	0	0	0	0	0	0
138393	23 Mar 26	19:00:00	1	0	12	0	Ct	0	1	10	1	1	1	0	1	8	8	0	9	12	0	9	0	5	13	0	2	6	1	0	1	7	0	0	0	0	0	0	0	0	0
138394	23 Mar 26	19:10:00	1	0	12	0	Ct	0	1	3	1	0	1	0	2	0	9	0	5	12	0	0	0	1	1	0	0	2	0	0	1	4	0	0	0	0	0	0	0	0	0
138395	23 Mar 26	19:20:00	1	0	12	0	Ct	0	1	1	1	0	0	4	0	0	7	0	9	2	0	1	4	1	1	0	0	0	0	1	7	1	0	0	0	0	0	0	0	0	0
138396	23 Mar 26	19:30:00	1	0	12	0	Ct	0	1	0	1	0	0	0	0	0	6	0	13	2	0	0	1	4	0	0	2	5	0	0	3	0	0	0	0	0	0	0	0	0	0
138397	23 Mar 26	19:40:00	1	0	12	0	Ct	0	1	0	0	0	0	2	0	0	5	0	4	2	0	0	0	1	6	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0
138398	23 Mar 26	19:50:00	1	0	12	0	Ct	0	1	1	0	0	0	0	8	2	1	0	21	2	0	0	2	0	8	0	6	0	0	0	0	32	0	7	0	0	0	0	0	0	0
138399	23 Mar 26	20:00:00	1	0	12	0	Ct	0	1	0	4	0	0	0	0	3	2	1	0	15	2	0	0	2	1	0	5	1	0	0	2	3	0	0	0	0	0	0	0	0	0
138400	23 Mar 26	20:10:00	1	0	12	0	Ct	0	1	0	0	0	0	10	1	1	4	0	4	6	6	1	0	1	5	0	11	7	2	5	6	0	0	0	0	0	0	0	0	0	0
138401	23 Mar 26	20:20:00	1	0	12	0	Ct	0	1	0	6	0	0	1	0	0	0	0	2	3	4	0	4	15	22	3	24	3	0	0	2	4	0	0	0	0	0	0	0	0	0
138402	23 Mar 26	20:30:00	1	0	12	0	Ct	0	1	9	5	0	0	0	0	14	7	0	0	2	3	0	0	19	12	1	7	0	1	2	2	5	0	0	0	0	0	0	0	0	0
138403	23 Mar 26	20:40:00	1	0	12	0	Ct	0	1	7	15	14	5	17	6	12	29	0	6	22	6	3	9	29	11	1	28	7	16	18	47	14	0	5	0	0	0	0	0	0	0
138404	23 Mar 26	20:50:00	1	0	12	0	Ct	0	0	0	0	2	0	1	0	0	4	0	0	3	3	0	3	6	0	6	3	5	2	0	1	2	0	0	0	0	0	0	0	0	0
138405	23 Mar 26	21:00:00	1	0	12	0	Ct	0	0	0	0	5	0	0	1	1	0	0	0	5	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138406	23 Mar 26	21:10:00	1	0	12	0	Ct	0	0	0	0	3	0	1	0	7	20	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138407	23 Mar 26	21:20:00	1	0	12	0	Ct	0	0	0	1	2	0	0	0	4	1	0	0	7	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
138408	23 Mar 26	21:30:00	1	0	12	0	Ct	0	0	0	0	5	0	0	1	2	14	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
138409	23 Mar 26	21:40:00	1	0	12	0	Ct	0	0	0	0	2	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138410	23 Mar 26	21:50:00	1	0	12	0	Ct	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
