cge,run,chamber,cycle,Evo,EvoRep,Sex,TechRep,co2,o2,RER,FlyDead,FlyNum,NetWeight
hotcge,4,6,13,Cold,C2,Male,A,20.0487249460077,21.5929050041685,0.928486692371281,1,28,6.5
hotcge,4,6,14,Cold,C2,Male,A,21.6755372983266,23.72473241328,0.913626207484374,1,28,6.5
hotcge,4,7,2,Hot,H4,Female,A,37.92419360316,39.836771914878,0.951989626172403,0,29,10.2
hotcge,4,7,3,Hot,H4,Female,A,37.390387812303,38.6163512004113,0.968252738801091,0,29,10.2
hotcge,4,7,4,Hot,H4,Female,A,36.96662339973,38.8132250359005,0.952423390881266,0,29,10.2
hotcge,4,7,5,Hot,H4,Female,A,37.947277957347,38.973810205539,0.973660972771759,0,29,10.2
hotcge,4,7,6,Hot,H4,Female,A,37.813154432256,39.6857889576225,0.952813473675271,0,29,10.2
hotcge,4,7,7,Hot,H4,Female,A,37.2820700271,38.5998882714,0.965859532156304,0,29,10.2
hotcge,4,7,8,Hot,H4,Female,A,37.991468355435,38.3325211055025,0.991102783218228,0,29,10.2
hotcge,4,7,9,Hot,H4,Female,A,38.10076426518,38.9892962161335,0.977210874850677,0,29,10.2
hotcge,4,7,10,Hot,H4,Female,A,38.041638008946,39.412411665453,0.965219746811166,0,29,10.2
hotcge,4,7,11,Hot,H4,Female,A,39.806636563266,41.04672642366,0.969788337135719,0,29,10.2
hotcge,4,7,12,Hot,H4,Female,A,40.546395135195,41.7693088264725,0.970722194701425,0,29,10.2
hotcge,4,7,13,Hot,H4,Female,A,41.518848341352,41.820786578406,0.992780187515413,0,29,10.2
hotcge,4,7,14,Hot,H4,Female,A,41.27280703965,41.7395039556105,0.988818819781451,0,29,10.2
hotcge,4,15,2,Ancestral,A3,Male,C,22.692922870032,22.081471374024,1.02769070437613,0,30,7.7
hotcge,4,15,3,Ancestral,A3,Male,C,27.868409189478,27.5121899512785,1.0129476875098,0,30,7.7
hotcge,4,15,4,Ancestral,A3,Male,C,24.532448779305,24.5853382460512,0.997848739512268,0,30,7.7
hotcge,4,15,5,Ancestral,A3,Male,C,21.7878117915843,21.497896549899,1.0134857492226,0,30,7.7
hotcge,4,15,6,Ancestral,A3,Male,C,19.4388659910972,19.517759273139,0.995957871959699,0,30,7.7
hotcge,4,15,7,Ancestral,A3,Male,C,18.8759412393606,20.1559849017165,0.936493122583809,0,30,7.7
hotcge,4,15,8,Ancestral,A3,Male,C,18.8413427723571,19.9134842491275,0.946160025872048,0,30,7.7
hotcge,4,15,9,Ancestral,A3,Male,C,21.1182153730614,22.309792140669,0.946589517280376,0,30,7.7
hotcge,4,15,10,Ancestral,A3,Male,C,18.0214689527943,19.530063734097,0.92275525559761,0,30,7.7
hotcge,4,15,11,Ancestral,A3,Male,C,18.0623920489965,18.7753256187593,0.962028164824453,0,30,7.7
hotcge,4,15,12,Ancestral,A3,Male,C,19.3578564064461,21.746835793209,0.890145885613901,0,30,7.7
hotcge,4,15,13,Ancestral,A3,Male,C,19.222019550108,21.070739543355,0.912261266888944,0,30,7.7
hotcge,4,15,14,Ancestral,A3,Male,C,18.44018790621,20.6349821019563,0.893637213499779,0,30,7.7
hotcge,5,1,2,Cold,C1,Female,B,46.73835987234,50.9146669071668,0.917974381675884,0,30,12.1
hotcge,5,1,3,Cold,C1,Female,B,47.518955644194,49.7132626800615,0.955860731773141,0,30,12.1
hotcge,5,1,4,Cold,C1,Female,B,47.196081871785,48.7987312133475,0.967157971084213,0,30,12.1
hotcge,5,1,5,Cold,C1,Female,B,47.4607793226,50.087849766315,0.947550744222968,0,30,12.1
hotcge,5,1,6,Cold,C1,Female,B,46.40295185952,48.97436237148,0.947494762821916,0,30,12.1
hotcge,5,1,7,Cold,C1,Female,B,45.649980229581,46.14120577521,0.989353864135625,0,30,12.1
hotcge,5,1,8,Cold,C1,Female,B,45.087028557084,46.349381188605,0.972764412401015,0,30,12.1
hotcge,5,1,9,Cold,C1,Female,B,45.272063362461,46.9264186694258,0.96474575827704,0,30,12.1
hotcge,5,1,10,Cold,C1,Female,B,45.177750802539,46.9883365332953,0.961467337123686,0,30,12.1
hotcge,5,1,11,Cold,C1,Female,B,45.492186241152,47.995676117109,0.947839262231695,0,30,12.1
hotcge,5,1,12,Cold,C1,Female,B,45.98978404566,47.856421339545,0.960995050577621,0,30,12.1
hotcge,5,1,13,Cold,C1,Female,B,47.478465801765,48.20807268783,0.984865462455022,0,30,12.1
hotcge,5,5,2,Hot,H4,Male,C,30.183267349866,31.3051387846875,0.964163345751712,0,28,6.6
hotcge,5,5,3,Hot,H4,Male,C,22.5356896384458,25.6647790192995,0.878078460036587,0,28,6.6
hotcge,5,5,4,Hot,H4,Male,C,23.1683475900933,24.2940449425748,0.953663650695373,0,28,6.6
hotcge,5,5,5,Hot,H4,Male,C,18.523114922016,21.3882789762,0.86604045807649,0,28,6.6
hotcge,5,5,6,Hot,H4,Male,C,20.6035445554692,23.1266370099765,0.890901022339786,0,28,6.6
hotcge,5,5,7,Hot,H4,Male,C,15.4928270106135,17.548659383742,0.882849605307564,0,28,6.6
hotcge,5,5,8,Hot,H4,Male,C,14.9247797685246,17.2975095280913,0.862828243816642,0,28,6.6
hotcge,5,5,9,Hot,H4,Male,C,16.00670723715,16.896002854314,0.94736650882271,0,28,6.6
hotcge,5,5,10,Hot,H4,Male,C,21.1032943059852,24.036274574721,0.877976919442399,0,28,6.6
hotcge,5,5,11,Hot,H4,Male,C,20.9992259459901,21.7604865283613,0.965016380429777,0,28,6.6
hotcge,5,5,12,Hot,H4,Male,C,21.5308622481888,22.345453234572,0.963545559902857,0,28,6.6
hotcge,5,5,13,Hot,H4,Male,C,17.8727803159068,20.8750230463523,0.856180147740241,0,28,6.6
hotcge,5,11,2,Cold,C1,Female,C,47.422160398992,49.0662959917275,0.966491548638342,0,30,12.2
hotcge,5,11,3,Cold,C1,Female,C,48.886568085663,50.2178990036963,0.973488916413344,0,30,12.2
hotcge,5,11,4,Cold,C1,Female,C,47.433871658865,48.1571902175475,0.984980050633873,0,30,12.2
hotcge,5,11,5,Cold,C1,Female,C,47.672848158012,49.2879170479628,0.967231950817092,0,30,12.2
hotcge,5,11,6,Cold,C1,Female,C,46.370365125615,47.288699104494,0.980580265554572,0,30,12.2
hotcge,5,11,7,Cold,C1,Female,C,47.912154227874,50.0755339916955,0.956797669612864,0,30,12.2
hotcge,5,11,8,Cold,C1,Female,C,46.088278133154,47.462874860157,0.971038485741686,0,30,12.2
hotcge,5,11,9,Cold,C1,Female,C,46.86368908635,48.32738944155,0.969712819746444,0,30,12.2
hotcge,5,11,10,Cold,C1,Female,C,46.591505340354,46.8040431549308,0.995458986013811,0,30,12.2
hotcge,5,11,11,Cold,C1,Female,C,47.57914521459,49.2292197838823,0.966481805388423,0,30,12.2
hotcge,5,11,12,Cold,C1,Female,C,46.40624802765,49.2326200040535,0.942591477435676,0,30,12.2
hotcge,5,11,13,Cold,C1,Female,C,47.324781929376,47.99842256475,0.985965358872674,0,30,12.2
hotcge,5,12,2,Hot,H4,Male,A,34.49803042314,35.202458052432,0.979989248812035,1,27,6.4
hotcge,5,12,3,Hot,H4,Male,A,23.045845308159,24.6108099929835,0.93641149213412,1,27,6.4
hotcge,5,12,4,Hot,H4,Male,A,17.1259947793827,18.2677318573928,0.937499789961719,1,27,6.4
hotcge,5,12,5,Hot,H4,Male,A,16.2098840242248,18.251632643979,0.888133370883522,1,27,6.4
hotcge,5,12,6,Hot,H4,Male,A,16.5145973317479,18.825066186201,0.87726636222152,1,27,6.4
hotcge,5,12,7,Hot,H4,Male,A,17.4384769332336,18.798236848026,0.927665561095684,1,27,6.4
hotcge,5,12,8,Hot,H4,Male,A,18.6261363847071,20.751883081119,0.897563672265193,1,27,6.4
hotcge,5,12,9,Hot,H4,Male,A,17.6420430119352,20.0782247237985,0.878665482363303,1,27,6.4
hotcge,5,12,10,Hot,H4,Male,A,18.60063031296,20.13877167342,0.923622881007678,1,27,6.4
hotcge,5,12,11,Hot,H4,Male,A,19.0653869216286,20.4750790535498,0.931150833252741,1,27,6.4
hotcge,5,12,12,Hot,H4,Male,A,18.246319425705,21.7987744971375,0.837034184105212,1,27,6.4
hotcge,5,12,13,Hot,H4,Male,A,20.59540382448,21.669519568896,0.950431953924915,1,27,6.4
hotcge,5,13,2,Cold,C3,Female,C,45.993299731911,48.7416330394583,0.943614254669671,0,30,11.7
hotcge,5,13,3,Cold,C3,Female,C,46.65704183199,48.4764529008645,0.962468147729471,0,30,11.7
hotcge,5,13,4,Cold,C3,Female,C,47.134147633914,48.5211322251645,0.971414834575291,0,30,11.7
hotcge,5,13,5,Cold,C3,Female,C,46.464089677812,47.1606583254293,0.985229878624454,0,30,11.7
hotcge,5,13,6,Cold,C3,Female,C,45.548707454541,46.7431771313475,0.974446117056826,0,30,11.7
hotcge,5,13,7,Cold,C3,Female,C,45.840777799011,46.6268130963053,0.983141989660097,0,30,11.7
hotcge,5,13,8,Cold,C3,Female,C,44.68865117175,45.435763133145,0.983556742313194,0,30,11.7
hotcge,5,13,9,Cold,C3,Female,C,45.921113648364,48.349066667508,0.94978283581272,0,30,11.7
hotcge,5,13,10,Cold,C3,Female,C,46.73652560691,47.387918799021,0.986254024050441,0,30,11.7
hotcge,5,13,11,Cold,C3,Female,C,46.027550767086,46.4205956673795,0.991532963016894,0,30,11.7
hotcge,5,13,12,Cold,C3,Female,C,45.224915090112,45.917733205368,0.98491175267391,0,30,11.7
hotcge,5,13,13,Cold,C3,Female,C,46.638212882772,47.307140592102,0.98585989977501,0,30,11.7
hotcge,6,3,2,Hot,H3,Female,A,44.543402338125,47.1473653047188,0.944769703465633,0,29,12
hotcge,6,3,3,Hot,H3,Female,A,45.808293378645,48.4546234498313,0.945385396010224,0,29,12
hotcge,6,3,4,Hot,H3,Female,A,46.30981247574,49.578048162009,0.934078976332646,0,29,12
hotcge,6,3,5,Hot,H3,Female,A,45.3203196129,48.3240448297575,0.937842015761731,0,29,12
hotcge,6,3,6,Hot,H3,Female,A,44.957395277298,47.514740590419,0.946177853833497,0,29,12
hotcge,6,3,7,Hot,H3,Female,A,45.458460754707,49.0017671602095,0.927690232192692,0,29,12
hotcge,6,3,8,Hot,H3,Female,A,45.049491778596,47.969318983413,0.939131360071494,0,29,12
hotcge,6,3,9,Hot,H3,Female,A,45.337384516776,46.7865265848315,0.969026508829888,0,29,12
hotcge,6,3,10,Hot,H3,Female,A,45.624236791476,48.256821437904,0.945446372803158,0,29,12
hotcge,6,3,11,Hot,H3,Female,A,46.08778390629,47.391574614045,0.972488976819761,0,29,12
hotcge,6,3,12,Hot,H3,Female,A,46.805651183577,49.3817877688658,0.947832253515273,0,29,12
hotcge,6,3,13,Hot,H3,Female,A,45.9477739056,46.0494942642,0.997791064587672,0,29,12
hotcge,6,3,14,Hot,H3,Female,A,45.340103717829,46.0967963459625,0.983584702449723,0,29,12
hotcge,6,5,2,Ancestral,A1,Male,A,15.780350572767,16.5057126609623,0.956053876430867,0,23,5.9
hotcge,6,5,3,Ancestral,A1,Male,A,15.9485580094116,15.795382015767,1.00969751750807,0,23,5.9
hotcge,6,5,4,Ancestral,A1,Male,A,17.1071244196392,17.112877230066,0.999663831490786,0,23,5.9
hotcge,6,5,5,Ancestral,A1,Male,A,17.8326288660081,17.9085546597983,0.995760361724747,0,23,5.9
hotcge,6,5,6,Ancestral,A1,Male,A,16.90228720692,16.52552207808,1.0227989849313,0,23,5.9
hotcge,6,5,7,Ancestral,A1,Male,A,14.6993852523456,12.970677054564,1.13327817742354,0,23,5.9
hotcge,6,5,8,Ancestral,A1,Male,A,12.5691400220373,13.62965235642,0.922190800861978,0,23,5.9
hotcge,6,5,9,Ancestral,A1,Male,A,13.2177979314612,13.9934921010885,0.944567505807434,0,23,5.9
hotcge,6,5,10,Ancestral,A1,Male,A,12.3876462849984,12.38537978418,1.0001829980879,0,23,5.9
hotcge,6,5,11,Ancestral,A1,Male,A,12.2808992129196,12.660989181066,0.969979441360332,0,23,5.9
hotcge,6,5,12,Ancestral,A1,Male,A,14.787297253998,14.557718892705,1.01577021530537,0,23,5.9
hotcge,6,5,13,Ancestral,A1,Male,A,14.1681288892332,14.896563658365,0.951100482914208,0,23,5.9
hotcge,6,5,14,Ancestral,A1,Male,A,12.6486814952379,14.3192592310268,0.883333508470252,0,23,5.9
hotcge,6,10,2,Cold,C3,Male,B,38.726773928739,38.7655927023788,0.998998628140738,0,30,7.2
hotcge,6,10,3,Cold,C3,Male,B,34.44931784133,34.7588687377485,0.991094333398649,0,30,7.2
hotcge,6,10,4,Cold,C3,Male,B,30.444544343988,32.5272647585333,0.935970010696984,0,30,7.2
hotcge,6,10,5,Cold,C3,Male,B,25.61302359954,26.91855879804,0.951500553640522,0,30,7.2
hotcge,6,10,6,Cold,C3,Male,B,24.36310281735,25.6512396492,0.949782667447412,0,30,7.2
hotcge,6,10,7,Cold,C3,Male,B,22.9961299167576,24.220981449711,0.949430144459815,0,30,7.2
hotcge,6,10,8,Cold,C3,Male,B,26.230686250239,27.3993798941258,0.957345981974676,0,30,7.2
hotcge,6,10,9,Cold,C3,Male,B,23.349545800074,24.8560774203788,0.939389808181496,0,30,7.2
hotcge,6,10,10,Cold,C3,Male,B,28.520471207736,30.625935548409,0.931252244120184,0,30,7.2
hotcge,6,10,11,Cold,C3,Male,B,23.7993164203125,25.8131945611988,0.921982607146447,0,30,7.2
hotcge,6,10,12,Cold,C3,Male,B,26.111414967336,27.755315099844,0.940771699885431,0,30,7.2
hotcge,6,10,13,Cold,C3,Male,B,30.769347428352,33.162055010004,0.927848030499612,0,30,7.2
hotcge,6,10,14,Cold,C3,Male,B,29.42230028784,31.8490310288295,0.923805193985561,0,30,7.2
hotcge,6,14,2,Ancestral,A2,Male,C,21.2018780274966,22.168310381469,0.956404780637668,0,28,7
hotcge,6,14,3,Ancestral,A2,Male,C,22.313165805261,22.5864312462675,0.987901344925766,0,28,7
hotcge,6,14,4,Ancestral,A2,Male,C,25.844684271435,26.8826878508535,0.96138765642865,0,28,7
hotcge,6,14,5,Ancestral,A2,Male,C,21.8305479131136,21.767380328016,1.00290193786049,0,28,7
hotcge,6,14,6,Ancestral,A2,Male,C,20.3331090050805,20.702471743455,0.982158519864118,0,28,7
hotcge,6,14,7,Ancestral,A2,Male,C,16.8578407847133,18.510596417619,0.910712999429205,0,28,7
hotcge,6,14,8,Ancestral,A2,Male,C,16.4552701427079,18.1719933576143,0.905529174421196,0,28,7
hotcge,6,14,9,Ancestral,A2,Male,C,15.6103454718603,17.3911819665518,0.897601180982609,0,28,7
hotcge,6,14,10,Ancestral,A2,Male,C,15.9712949556198,16.5189347673795,0.966847752626208,0,28,7
hotcge,6,14,11,Ancestral,A2,Male,C,18.2177326080708,20.296011792063,0.897601597531347,0,28,7
hotcge,6,14,12,Ancestral,A2,Male,C,17.587414162773,19.162902209724,0.917784475978198,0,28,7
hotcge,6,14,13,Ancestral,A2,Male,C,17.5396413704508,19.159406101026,0.915458510455162,0,28,7
hotcge,6,14,14,Ancestral,A2,Male,C,18.9578533154505,22.51868410242,0.841872163987289,0,28,7
hotcge,6,15,2,Cold,C4,Female,A,47.078379356112,50.810879317779,0.926541323201211,0,30,11.7
hotcge,6,15,3,Cold,C4,Female,A,46.612239693975,49.0453951148528,0.950389727411108,0,30,11.7
hotcge,6,15,4,Cold,C4,Female,A,46.508122611846,48.3739732429163,0.961428625643367,0,30,11.7
hotcge,6,15,5,Cold,C4,Female,A,46.414706387712,49.142070181191,0.944500429399434,0,30,11.7
hotcge,6,15,6,Cold,C4,Female,A,47.134347131262,48.867272328498,0.964538123069631,0,30,11.7
hotcge,6,15,7,Cold,C4,Female,A,47.25607533363,48.7699523476088,0.968958817035773,0,30,11.7
hotcge,6,15,8,Cold,C4,Female,A,47.060463711717,48.8379440671448,0.963604521251264,0,30,11.7
hotcge,6,15,9,Cold,C4,Female,A,47.42604973857,48.152021174235,0.984923344483545,0,30,11.7
hotcge,6,15,10,Cold,C4,Female,A,47.986359042906,48.161982577437,0.996353482038481,0,30,11.7
hotcge,6,15,11,Cold,C4,Female,A,47.672911351584,48.178602189504,0.989503829190998,0,30,11.7
hotcge,6,15,12,Cold,C4,Female,A,48.581898602052,49.252449147987,0.986385437525752,0,30,11.7
hotcge,6,15,13,Cold,C4,Female,A,45.0579705048,45.391466415636,0.992652894097268,0,30,11.7
hotcge,6,15,14,Cold,C4,Female,A,46.820158225236,46.4539461493748,1.00788333621182,0,30,11.7
hotcge,7,1,2,Hot,H1,Male,A,33.685991315103,35.340219569022,0.953191341930172,0,29,7.9
hotcge,7,1,3,Hot,H1,Male,A,35.212389467004,37.43196809163,0.940703662196103,0,29,7.9
hotcge,7,1,4,Hot,H1,Male,A,27.24929048493,29.0401965221213,0.938330099253046,0,29,7.9
hotcge,7,1,5,Hot,H1,Male,A,23.7375459785619,25.5319470859455,0.929719378575269,0,29,7.9
hotcge,7,1,6,Hot,H1,Male,A,25.903610205648,27.43412360811,0.944211325124687,0,29,7.9
hotcge,7,1,7,Hot,H1,Male,A,28.040943254274,29.9930483335837,0.934914748991221,0,29,7.9
hotcge,7,1,8,Hot,H1,Male,A,23.093166994722,24.499494585396,0.942597689688166,0,29,7.9
hotcge,7,1,9,Hot,H1,Male,A,18.9612747812085,21.024177681039,0.901879496495553,0,29,7.9
hotcge,7,1,10,Hot,H1,Male,A,17.7938069469888,19.1173733801895,0.930766303148514,0,29,7.9
hotcge,7,1,11,Hot,H1,Male,A,18.1703026055637,20.1644893713675,0.901104028518796,0,29,7.9
hotcge,7,1,12,Hot,H1,Male,A,20.8068654065832,22.418398033416,0.928115620731209,0,29,7.9
hotcge,7,1,13,Hot,H1,Male,A,21.262290164577,23.0171721151268,0.923757708298299,0,29,7.9
hotcge,7,1,14,Hot,H1,Male,A,23.0936952621375,23.6801575859063,0.975234019383477,0,29,7.9
hotcge,7,1,15,Hot,H1,Male,A,22.7914519346301,24.8167531736768,0.91838975772242,0,29,7.9
hotcge,7,1,16,Hot,H1,Male,A,24.214352951646,25.0048411158975,0.968386595196203,0,29,7.9
hotcge,7,3,2,Hot,H1,Male,B,44.687668205532,46.9567397969812,0.951677403472651,0,29,7.8
hotcge,7,3,3,Hot,H1,Male,B,30.681002437632,31.241440252608,0.982061076235779,0,29,7.8
hotcge,7,3,4,Hot,H1,Male,B,23.4813191466672,23.830328542542,0.985354402678429,0,29,7.8
hotcge,7,3,5,Hot,H1,Male,B,21.964215416502,22.8589686776415,0.960857671500523,0,29,7.8
hotcge,7,3,6,Hot,H1,Male,B,23.8127823632853,26.562825686628,0.896470226632286,0,29,7.8
hotcge,7,3,7,Hot,H1,Male,B,27.98530780482,27.825515263719,1.00574266243002,0,29,7.8
hotcge,7,3,8,Hot,H1,Male,B,23.3697896210805,24.3320597855932,0.960452580957306,0,29,7.8
hotcge,7,3,9,Hot,H1,Male,B,19.1763376154688,20.500642497468,0.935401786448266,0,29,7.8
hotcge,7,3,10,Hot,H1,Male,B,19.2756493921566,19.6432627922835,0.981285522470772,0,29,7.8
hotcge,7,3,11,Hot,H1,Male,B,18.3009364460238,19.7666018362733,0.925851423406534,0,29,7.8
hotcge,7,3,12,Hot,H1,Male,B,17.483379143304,20.618994087333,0.847925901198288,0,29,7.8
hotcge,7,3,13,Hot,H1,Male,B,20.4582959118468,21.552121377318,0.949247433868744,0,29,7.8
hotcge,7,3,14,Hot,H1,Male,B,22.3708961294163,24.409780357131,0.91647265162224,0,29,7.8
hotcge,7,3,15,Hot,H1,Male,B,24.871108409952,25.373843536758,0.980186875272652,0,29,7.8
hotcge,7,3,16,Hot,H1,Male,B,25.58033400105,26.2987753856535,0.972681565051298,0,29,7.8
hotcge,7,11,2,Cold,C1,Female,A,50.013316260486,51.9615979755615,0.962505354127257,-1,27,12
hotcge,7,11,3,Cold,C1,Female,A,49.590988682421,51.0898916180273,0.970661457910054,-1,27,12
hotcge,7,11,4,Cold,C1,Female,A,48.615225801048,50.451132225927,0.96361020369855,-1,27,12
hotcge,7,11,5,Cold,C1,Female,A,49.040109367704,51.47386267842,0.952718657895936,-1,27,12
hotcge,7,11,6,Cold,C1,Female,A,50.69259064602,52.329840762015,0.968712877926748,-1,27,12
hotcge,7,11,7,Cold,C1,Female,A,49.556228840118,51.715096239807,0.958254599591613,-1,27,12
hotcge,7,11,8,Cold,C1,Female,A,47.95600299777,50.430930498123,0.950924413333101,-1,27,12
hotcge,7,11,9,Cold,C1,Female,A,47.48365170888,49.791102582936,0.953657365385462,-1,27,12
hotcge,7,11,10,Cold,C1,Female,A,46.704184059384,49.434790006917,0.944763476346295,-1,27,12
hotcge,7,11,11,Cold,C1,Female,A,47.683239119208,50.757417910584,0.939433901133592,-1,27,12
hotcge,7,11,12,Cold,C1,Female,A,47.915459821179,51.1515896023928,0.936734521715385,-1,27,12
hotcge,7,11,13,Cold,C1,Female,A,48.552085877625,51.2510189715563,0.94733893787694,-1,27,12
hotcge,7,11,14,Cold,C1,Female,A,50.37727523178,53.1745395348533,0.94739466805839,-1,27,12
hotcge,7,11,15,Cold,C1,Female,A,49.607924426775,52.1419892734125,0.951400687201444,-1,27,12
hotcge,7,11,16,Cold,C1,Female,A,49.808833335168,50.613109075863,0.984109339351402,-1,27,12
hotcge,7,14,2,Ancestral,A2,Male,B,40.149915426375,41.4944894178165,0.967596323986477,0,29,7.4
hotcge,7,14,3,Ancestral,A2,Male,B,23.1836160353661,24.4119794810438,0.949681940105206,0,29,7.4
hotcge,7,14,4,Ancestral,A2,Male,B,18.747092752965,21.7528934661653,0.861820648463364,0,29,7.4
hotcge,7,14,5,Ancestral,A2,Male,B,19.4184112439592,21.131850778875,0.918916731296026,0,29,7.4
hotcge,7,14,6,Ancestral,A2,Male,B,20.8991614666644,23.0665013458088,0.906039505226563,0,29,7.4
hotcge,7,14,7,Ancestral,A2,Male,B,18.0058682268,19.729597064265,0.912632334464291,0,29,7.4
hotcge,7,14,8,Ancestral,A2,Male,B,16.5271944144267,17.8756297829955,0.924565714051008,0,29,7.4
hotcge,7,14,9,Ancestral,A2,Male,B,19.1306317059468,20.1217416846855,0.950744324508796,0,29,7.4
hotcge,7,14,10,Ancestral,A2,Male,B,16.7224635565914,18.9265092121755,0.883547164938042,0,29,7.4
hotcge,7,14,11,Ancestral,A2,Male,B,16.5039472342368,18.30142514304,0.90178481212504,0,29,7.4
hotcge,7,14,12,Ancestral,A2,Male,B,16.3194432843753,19.7779404342188,0.825133604717519,0,29,7.4
hotcge,7,14,13,Ancestral,A2,Male,B,16.7941826073672,18.2280302625225,0.921338310585135,0,29,7.4
hotcge,7,14,14,Ancestral,A2,Male,B,17.6243622086088,19.64126922606,0.897312796121385,0,29,7.4
hotcge,7,14,15,Ancestral,A2,Male,B,18.5581169557992,20.323389365634,0.913140845846323,0,29,7.4
hotcge,7,14,16,Ancestral,A2,Male,B,17.3305893684726,20.082285669798,0.86297892846611,0,29,7.4
hotcge,8,7,2,Hot,H1,Female,A,42.799109132628,46.787723977233,0.914750825525391,0,28,11.3
hotcge,8,7,3,Hot,H1,Female,A,42.012173700978,45.5393940564675,0.922545733675862,0,28,11.3
hotcge,8,7,4,Hot,H1,Female,A,42.76282377828,46.637819863593,0.916913009728014,0,28,11.3
hotcge,8,7,5,Hot,H1,Female,A,43.263050662917,46.6441475928908,0.927512944185755,0,28,11.3
hotcge,8,7,6,Hot,H1,Female,A,44.022261568992,47.027262337104,0.936100878112543,0,28,11.3
hotcge,8,7,7,Hot,H1,Female,A,45.096994689528,47.45140039194,0.950382798337561,0,28,11.3
hotcge,8,7,8,Hot,H1,Female,A,43.76080868472,46.31056916508,0.944942147627876,0,28,11.3
hotcge,8,7,9,Hot,H1,Female,A,43.58681664729,46.5879639559425,0.935581058844069,0,28,11.3
hotcge,8,7,10,Hot,H1,Female,A,43.879362860349,47.6709644734538,0.920463081563702,0,28,11.3
hotcge,8,7,11,Hot,H1,Female,A,43.584848739432,46.641290249502,0.934469190416476,0,28,11.3
hotcge,8,7,12,Hot,H1,Female,A,44.037010287054,47.0791866677813,0.935381713320694,0,28,11.3
hotcge,8,7,13,Hot,H1,Female,A,43.713070275735,48.0777765229125,0.909215721631856,0,28,11.3
hotcge,8,7,14,Hot,H1,Female,A,43.878895560792,47.9802510980865,0.914519923438707,0,28,11.3
hotcge,8,7,15,Hot,H1,Female,A,45.42289269345,49.78139295903,0.912447201524332,0,28,11.3
hotcge,8,7,16,Hot,H1,Female,A,44.772311672256,48.0641792128575,0.931511000613927,0,28,11.3
hotcge,8,9,2,Ancestral,A1,Female,A,41.46511610145,43.40857123401,0.955228769864756,1,29,11.4
hotcge,8,9,3,Ancestral,A1,Female,A,40.14647535579,43.007053137465,0.933485845390717,1,29,11.4
hotcge,8,9,4,Ancestral,A1,Female,A,38.97962987616,41.545938527028,0.938229614208896,1,29,11.4
hotcge,8,9,5,Ancestral,A1,Female,A,39.053579891292,40.9992031967647,0.952544850783191,1,29,11.4
hotcge,8,9,6,Ancestral,A1,Female,A,39.87354600192,41.3053544088,0.965336009643947,1,29,11.4
hotcge,8,9,7,Ancestral,A1,Female,A,39.43566087642,41.3474505092055,0.953762817072364,1,29,11.4
hotcge,8,9,8,Ancestral,A1,Female,A,38.111777201685,40.5677661824738,0.939459595341244,1,29,11.4
hotcge,8,9,9,Ancestral,A1,Female,A,37.848178372788,40.352885992881,0.93792990120868,1,29,11.4
hotcge,8,9,10,Ancestral,A1,Female,A,38.955888012618,41.8946516700795,0.929853488683847,1,29,11.4
hotcge,8,9,11,Ancestral,A1,Female,A,38.936695680432,39.702638652237,0.980708008389215,1,29,11.4
hotcge,8,9,12,Ancestral,A1,Female,A,39.3599234385,41.689408880574,0.944122847873732,1,29,11.4
hotcge,8,9,13,Ancestral,A1,Female,A,39.797562641508,41.972721835506,0.948176837267724,1,29,11.4
hotcge,8,9,14,Ancestral,A1,Female,A,39.850148996616,41.853243114018,0.952140050128371,1,29,11.4
hotcge,8,9,15,Ancestral,A1,Female,A,40.869967696656,42.0108543870697,0.972843049562808,1,29,11.4
hotcge,8,9,16,Ancestral,A1,Female,A,40.082561322093,42.0943884578528,0.952206761768873,1,29,11.4
hotcge,8,10,2,Hot,H3,Female,B,47.999454732612,51.998397241077,0.923094889061197,0,28,11.2
hotcge,8,10,3,Hot,H3,Female,B,47.53379281308,51.7294183072125,0.918892853787465,0,28,11.2
hotcge,8,10,4,Hot,H3,Female,B,45.796057476798,49.6493481032625,0.922389904929864,0,28,11.2
hotcge,8,10,5,Hot,H3,Female,B,46.294107554628,50.133068890086,0.923424569441885,0,28,11.2
hotcge,8,10,6,Hot,H3,Female,B,47.380993675854,51.6834565347435,0.916753577501203,0,28,11.2
hotcge,8,10,7,Hot,H3,Female,B,48.028357519758,51.292102783818,0.936369439213366,0,28,11.2
hotcge,8,10,8,Hot,H3,Female,B,46.768432148592,50.672918674266,0.922947273853067,0,28,11.2
hotcge,8,10,9,Hot,H3,Female,B,45.643277360208,48.818922181944,0.934950533936398,0,28,11.2
hotcge,8,10,10,Hot,H3,Female,B,46.053789384564,50.682710350953,0.90866863799635,0,28,11.2
hotcge,8,10,11,Hot,H3,Female,B,47.28306422268,49.6309751488575,0.952692629569831,0,28,11.2
hotcge,8,10,12,Hot,H3,Female,B,48.562484571048,51.360495880719,0.945522112633625,0,28,11.2
hotcge,8,10,13,Hot,H3,Female,B,47.792392493931,51.5587549117478,0.926950089771105,0,28,11.2
hotcge,8,10,14,Hot,H3,Female,B,48.418633707012,50.809111446276,0.952951790117573,0,28,11.2
hotcge,8,10,15,Hot,H3,Female,B,49.271293715103,51.8389936091415,0.95046779045522,0,28,11.2
