Sample,Evo,EvoRep,TechRep,ColDay,Red_Nr,White_Nr,cge,Cumulative_Red_Nr,Cumulative_White_Nr,ratio
Cold.2.A,Cold,C2,A,17,0,0,coldcge,0,0,
Cold.2.A,Cold,C2,A,19,0,0,coldcge,0,0,
Cold.2.A,Cold,C2,A,21,0,0,coldcge,0,0,
Cold.2.A,Cold,C2,A,23,5,0,coldcge,5,0,100
Cold.2.A,Cold,C2,A,25,2,0,coldcge,7,0,100
Cold.2.A,Cold,C2,A,27,7,0,coldcge,14,0,100
Cold.2.A,Cold,C2,A,29,5,0,coldcge,19,0,100
Cold.2.A,Cold,C2,A,31,4,0,coldcge,23,0,100
Cold.2.A,Cold,C2,A,33,2,0,coldcge,25,0,100
Cold.2.A,Cold,C2,A,35,1,0,coldcge,26,0,100
Cold.2.A,Cold,C2,A,37,12,0,coldcge,38,0,100
Cold.2.A,Cold,C2,A,39,3,0,coldcge,41,0,100
Cold.2.A,Cold,C2,A,41,2,0,coldcge,43,0,100
Cold.2.A,Cold,C2,A,43,2,0,coldcge,45,0,100
Cold.2.A,Cold,C2,A,47,4,1,coldcge,49,1,98
Cold.2.A,Cold,C2,A,51,4,0,coldcge,53,1,98.1481481481482
Cold.2.B,Cold,C2,B,1,0,0,coldcge,0,0,
Cold.2.B,Cold,C2,B,3,0,0,coldcge,0,0,
Cold.2.B,Cold,C2,B,5,0,0,coldcge,0,0,
Cold.2.B,Cold,C2,B,7,0,0,coldcge,0,0,
Cold.2.B,Cold,C2,B,9,0,0,coldcge,0,0,
Cold.2.B,Cold,C2,B,11,0,0,coldcge,0,0,
Cold.2.B,Cold,C2,B,13,0,0,coldcge,0,0,
Cold.2.B,Cold,C2,B,15,0,0,coldcge,0,0,
Cold.2.B,Cold,C2,B,17,0,0,coldcge,0,0,
Cold.2.B,Cold,C2,B,19,0,0,coldcge,0,0,
Cold.2.B,Cold,C2,B,21,3,0,coldcge,3,0,100
Cold.2.B,Cold,C2,B,23,18,0,coldcge,21,0,100
Cold.2.B,Cold,C2,B,25,7,0,coldcge,28,0,100
Cold.2.B,Cold,C2,B,27,9,1,coldcge,37,1,97.3684210526316
Cold.2.B,Cold,C2,B,29,8,0,coldcge,45,1,97.8260869565217
Cold.2.B,Cold,C2,B,31,1,0,coldcge,46,1,97.8723404255319
Cold.2.B,Cold,C2,B,33,2,0,coldcge,48,1,97.9591836734694
Cold.2.B,Cold,C2,B,35,3,0,coldcge,51,1,98.0769230769231
Cold.2.B,Cold,C2,B,37,3,1,coldcge,54,2,96.4285714285714
Cold.2.B,Cold,C2,B,39,2,0,coldcge,56,2,96.551724137931
Cold.2.B,Cold,C2,B,41,7,0,coldcge,63,2,96.9230769230769
Cold.2.B,Cold,C2,B,43,2,0,coldcge,65,2,97.0149253731343
Cold.2.B,Cold,C2,B,47,5,0,coldcge,70,2,97.2222222222222
Cold.2.B,Cold,C2,B,51,9,0,coldcge,79,2,97.5308641975309
Cold.2.C,Cold,C2,C,1,0,0,coldcge,0,0,
Cold.2.C,Cold,C2,C,3,0,0,coldcge,0,0,
Cold.2.C,Cold,C2,C,5,0,0,coldcge,0,0,
Cold.2.C,Cold,C2,C,7,0,0,coldcge,0,0,
Cold.2.C,Cold,C2,C,9,0,0,coldcge,0,0,
Cold.2.C,Cold,C2,C,11,0,0,coldcge,0,0,
Cold.2.C,Cold,C2,C,13,0,0,coldcge,0,0,
Cold.2.C,Cold,C2,C,15,0,0,coldcge,0,0,
Cold.2.C,Cold,C2,C,17,0,0,coldcge,0,0,
Cold.2.C,Cold,C2,C,19,0,0,coldcge,0,0,
Cold.2.C,Cold,C2,C,21,1,0,coldcge,1,0,100
Cold.2.C,Cold,C2,C,23,12,0,coldcge,13,0,100
Cold.2.C,Cold,C2,C,25,4,0,coldcge,17,0,100
Cold.2.C,Cold,C2,C,27,11,0,coldcge,28,0,100
Cold.2.C,Cold,C2,C,29,5,0,coldcge,33,0,100
Cold.2.C,Cold,C2,C,31,2,0,coldcge,35,0,100
Cold.2.C,Cold,C2,C,33,2,0,coldcge,37,0,100
Cold.2.C,Cold,C2,C,35,7,0,coldcge,44,0,100
Cold.2.C,Cold,C2,C,37,2,0,coldcge,46,0,100
Cold.2.C,Cold,C2,C,39,1,1,coldcge,47,1,97.9166666666667
Cold.2.C,Cold,C2,C,41,2,0,coldcge,49,1,98
Cold.2.C,Cold,C2,C,43,4,0,coldcge,53,1,98.1481481481482
Cold.2.C,Cold,C2,C,47,2,2,coldcge,55,3,94.8275862068966
Cold.2.C,Cold,C2,C,51,7,1,coldcge,62,4,93.9393939393939
Cold.2.D,Cold,C2,D,1,0,0,coldcge,0,0,
Cold.2.D,Cold,C2,D,3,0,0,coldcge,0,0,
Cold.2.D,Cold,C2,D,5,0,0,coldcge,0,0,
Cold.2.D,Cold,C2,D,7,0,0,coldcge,0,0,
Cold.2.D,Cold,C2,D,9,0,0,coldcge,0,0,
Cold.2.D,Cold,C2,D,11,0,0,coldcge,0,0,
Cold.2.D,Cold,C2,D,13,0,0,coldcge,0,0,
Cold.2.D,Cold,C2,D,15,0,0,coldcge,0,0,
Cold.2.D,Cold,C2,D,17,0,0,coldcge,0,0,
Cold.2.D,Cold,C2,D,19,0,0,coldcge,0,0,
Cold.2.D,Cold,C2,D,21,0,0,coldcge,0,0,
Cold.2.D,Cold,C2,D,23,9,0,coldcge,9,0,100
Cold.2.D,Cold,C2,D,25,5,0,coldcge,14,0,100
Cold.2.D,Cold,C2,D,27,16,0,coldcge,30,0,100
Cold.2.D,Cold,C2,D,29,0,0,coldcge,30,0,100
Cold.2.D,Cold,C2,D,31,4,0,coldcge,34,0,100
Cold.2.D,Cold,C2,D,33,5,1,coldcge,39,1,97.5
Cold.2.D,Cold,C2,D,35,3,0,coldcge,42,1,97.6744186046512
Cold.2.D,Cold,C2,D,37,1,0,coldcge,43,1,97.7272727272727
Cold.2.D,Cold,C2,D,39,7,1,coldcge,50,2,96.1538461538462
Cold.2.D,Cold,C2,D,41,4,0,coldcge,54,2,96.4285714285714
Cold.2.D,Cold,C2,D,43,6,0,coldcge,60,2,96.7741935483871
Cold.2.D,Cold,C2,D,47,4,2,coldcge,64,4,94.1176470588235
Cold.2.D,Cold,C2,D,51,5,1,coldcge,69,5,93.2432432432432
Cold.2.E,Cold,C2,E,1,0,0,coldcge,0,0,
Cold.2.E,Cold,C2,E,3,0,0,coldcge,0,0,
Cold.2.E,Cold,C2,E,5,0,0,coldcge,0,0,
Cold.2.E,Cold,C2,E,7,0,0,coldcge,0,0,
Cold.2.E,Cold,C2,E,9,0,0,coldcge,0,0,
Cold.2.E,Cold,C2,E,11,0,0,coldcge,0,0,
Cold.2.E,Cold,C2,E,13,0,0,coldcge,0,0,
Cold.2.E,Cold,C2,E,15,0,0,coldcge,0,0,
Cold.2.E,Cold,C2,E,17,0,0,coldcge,0,0,
Cold.2.E,Cold,C2,E,19,0,0,coldcge,0,0,
Cold.2.E,Cold,C2,E,21,1,0,coldcge,1,0,100
Cold.2.E,Cold,C2,E,23,9,0,coldcge,10,0,100
Cold.2.E,Cold,C2,E,25,4,0,coldcge,14,0,100
Cold.2.E,Cold,C2,E,27,2,0,coldcge,16,0,100
Cold.2.E,Cold,C2,E,29,4,0,coldcge,20,0,100
Cold.2.E,Cold,C2,E,31,6,0,coldcge,26,0,100
Cold.2.E,Cold,C2,E,33,7,0,coldcge,33,0,100
Cold.2.E,Cold,C2,E,35,1,0,coldcge,34,0,100
Cold.2.E,Cold,C2,E,37,3,0,coldcge,37,0,100
Cold.2.E,Cold,C2,E,39,4,0,coldcge,41,0,100
Cold.2.E,Cold,C2,E,41,3,0,coldcge,44,0,100
Cold.2.E,Cold,C2,E,43,4,0,coldcge,48,0,100
Cold.2.E,Cold,C2,E,47,8,0,coldcge,56,0,100
Cold.2.E,Cold,C2,E,51,6,0,coldcge,62,0,100
Cold.3.A,Cold,C3,A,1,0,0,coldcge,0,0,
Cold.3.A,Cold,C3,A,3,0,0,coldcge,0,0,
Cold.3.A,Cold,C3,A,5,0,0,coldcge,0,0,
Cold.3.A,Cold,C3,A,7,0,0,coldcge,0,0,
Cold.3.A,Cold,C3,A,9,0,0,coldcge,0,0,
Cold.3.A,Cold,C3,A,11,0,0,coldcge,0,0,
Cold.3.A,Cold,C3,A,13,0,0,coldcge,0,0,
Cold.3.A,Cold,C3,A,15,0,0,coldcge,0,0,
Cold.3.A,Cold,C3,A,17,0,0,coldcge,0,0,
Cold.3.A,Cold,C3,A,19,0,0,coldcge,0,0,
Cold.3.A,Cold,C3,A,21,1,0,coldcge,1,0,100
Cold.3.A,Cold,C3,A,23,7,0,coldcge,8,0,100
Cold.3.A,Cold,C3,A,25,3,0,coldcge,11,0,100
Cold.3.A,Cold,C3,A,27,9,1,coldcge,20,1,95.2380952380952
Cold.3.A,Cold,C3,A,29,7,0,coldcge,27,1,96.4285714285714
Cold.3.A,Cold,C3,A,31,1,0,coldcge,28,1,96.551724137931
Cold.3.A,Cold,C3,A,33,4,0,coldcge,32,1,96.969696969697
Cold.3.A,Cold,C3,A,35,6,0,coldcge,38,1,97.4358974358974
Cold.3.A,Cold,C3,A,37,4,0,coldcge,42,1,97.6744186046512
Cold.3.A,Cold,C3,A,39,5,0,coldcge,47,1,97.9166666666667
Cold.3.A,Cold,C3,A,41,4,0,coldcge,51,1,98.0769230769231
Cold.3.A,Cold,C3,A,43,3,0,coldcge,54,1,98.1818181818182
Cold.3.A,Cold,C3,A,47,5,0,coldcge,59,1,98.3333333333333
Cold.3.A,Cold,C3,A,51,4,0,coldcge,63,1,98.4375
Cold.3.B,Cold,C3,B,1,0,0,coldcge,0,0,
Cold.3.B,Cold,C3,B,3,0,0,coldcge,0,0,
Cold.3.B,Cold,C3,B,5,0,0,coldcge,0,0,
Cold.3.B,Cold,C3,B,7,0,0,coldcge,0,0,
Cold.3.B,Cold,C3,B,9,0,0,coldcge,0,0,
Cold.3.B,Cold,C3,B,11,0,0,coldcge,0,0,
Cold.3.B,Cold,C3,B,13,0,0,coldcge,0,0,
Cold.3.B,Cold,C3,B,15,0,0,coldcge,0,0,
Cold.3.B,Cold,C3,B,17,0,0,coldcge,0,0,
Cold.3.B,Cold,C3,B,19,0,0,coldcge,0,0,
Cold.3.B,Cold,C3,B,21,0,0,coldcge,0,0,
Cold.3.B,Cold,C3,B,23,12,0,coldcge,12,0,100
Cold.3.B,Cold,C3,B,25,5,0,coldcge,17,0,100
Cold.3.B,Cold,C3,B,27,9,0,coldcge,26,0,100
Cold.3.B,Cold,C3,B,29,7,0,coldcge,33,0,100
Cold.3.B,Cold,C3,B,31,2,0,coldcge,35,0,100
Cold.3.B,Cold,C3,B,33,4,0,coldcge,39,0,100
Cold.3.B,Cold,C3,B,35,4,0,coldcge,43,0,100
Cold.3.B,Cold,C3,B,37,2,0,coldcge,45,0,100
Cold.3.B,Cold,C3,B,39,5,0,coldcge,50,0,100
Cold.3.B,Cold,C3,B,41,3,0,coldcge,53,0,100
Cold.3.B,Cold,C3,B,43,4,0,coldcge,57,0,100
Cold.3.B,Cold,C3,B,47,10,0,coldcge,67,0,100
Cold.3.B,Cold,C3,B,51,8,1,coldcge,75,1,98.6842105263158
Cold.3.C,Cold,C3,C,1,0,0,coldcge,0,0,
Cold.3.C,Cold,C3,C,3,0,0,coldcge,0,0,
Cold.3.C,Cold,C3,C,5,0,0,coldcge,0,0,
Cold.3.C,Cold,C3,C,7,0,0,coldcge,0,0,
Cold.3.C,Cold,C3,C,9,0,0,coldcge,0,0,
Cold.3.C,Cold,C3,C,11,0,0,coldcge,0,0,
Cold.3.C,Cold,C3,C,13,0,0,coldcge,0,0,
Cold.3.C,Cold,C3,C,15,0,0,coldcge,0,0,
Cold.3.C,Cold,C3,C,17,0,0,coldcge,0,0,
Cold.3.C,Cold,C3,C,19,0,0,coldcge,0,0,
Cold.3.C,Cold,C3,C,21,2,0,coldcge,2,0,100
Cold.3.C,Cold,C3,C,23,7,0,coldcge,9,0,100
Cold.3.C,Cold,C3,C,25,7,0,coldcge,16,0,100
Cold.3.C,Cold,C3,C,27,7,0,coldcge,23,0,100
Cold.3.C,Cold,C3,C,29,5,0,coldcge,28,0,100
Cold.3.C,Cold,C3,C,31,3,0,coldcge,31,0,100
Cold.3.C,Cold,C3,C,33,2,0,coldcge,33,0,100
Cold.3.C,Cold,C3,C,35,3,0,coldcge,36,0,100
Cold.3.C,Cold,C3,C,37,2,0,coldcge,38,0,100
Cold.3.C,Cold,C3,C,39,4,1,coldcge,42,1,97.6744186046512
Cold.3.C,Cold,C3,C,41,2,1,coldcge,44,2,95.6521739130435
Cold.3.C,Cold,C3,C,43,2,2,coldcge,46,4,92
Cold.3.C,Cold,C3,C,47,6,2,coldcge,52,6,89.6551724137931
Cold.3.C,Cold,C3,C,51,0,1,coldcge,52,7,88.135593220339
Cold.3.D,Cold,C3,D,1,0,0,coldcge,0,0,
Cold.3.D,Cold,C3,D,3,0,0,coldcge,0,0,
Cold.3.D,Cold,C3,D,5,0,0,coldcge,0,0,
Cold.3.D,Cold,C3,D,7,0,0,coldcge,0,0,
Cold.3.D,Cold,C3,D,9,0,0,coldcge,0,0,
Cold.3.D,Cold,C3,D,11,0,0,coldcge,0,0,
Cold.3.D,Cold,C3,D,13,0,0,coldcge,0,0,
Cold.3.D,Cold,C3,D,15,0,0,coldcge,0,0,
Cold.3.D,Cold,C3,D,17,0,0,coldcge,0,0,
Cold.3.D,Cold,C3,D,19,0,0,coldcge,0,0,
Cold.3.D,Cold,C3,D,21,2,0,coldcge,2,0,100
Cold.3.D,Cold,C3,D,23,12,0,coldcge,14,0,100
Cold.3.D,Cold,C3,D,25,8,0,coldcge,22,0,100
Cold.3.D,Cold,C3,D,27,4,0,coldcge,26,0,100
Cold.3.D,Cold,C3,D,29,0,0,coldcge,26,0,100
Cold.3.D,Cold,C3,D,31,6,0,coldcge,32,0,100
Cold.3.D,Cold,C3,D,33,5,2,coldcge,37,2,94.8717948717949
Cold.3.D,Cold,C3,D,35,4,0,coldcge,41,2,95.3488372093023
Cold.3.D,Cold,C3,D,37,7,2,coldcge,48,4,92.3076923076923
Cold.3.D,Cold,C3,D,39,3,1,coldcge,51,5,91.0714285714286
Cold.3.D,Cold,C3,D,41,2,1,coldcge,53,6,89.8305084745763
Cold.3.D,Cold,C3,D,43,3,1,coldcge,56,7,88.8888888888889
Cold.3.D,Cold,C3,D,47,2,0,coldcge,58,7,89.2307692307692
Cold.3.D,Cold,C3,D,51,0,7,coldcge,58,14,80.5555555555556
Cold.3.E,Cold,C3,E,1,0,0,coldcge,0,0,
Cold.3.E,Cold,C3,E,3,0,0,coldcge,0,0,
Cold.3.E,Cold,C3,E,5,0,0,coldcge,0,0,
Cold.3.E,Cold,C3,E,7,0,0,coldcge,0,0,
Cold.3.E,Cold,C3,E,9,0,0,coldcge,0,0,
Cold.3.E,Cold,C3,E,11,0,0,coldcge,0,0,
Cold.3.E,Cold,C3,E,13,0,0,coldcge,0,0,
Cold.3.E,Cold,C3,E,15,0,0,coldcge,0,0,
Cold.3.E,Cold,C3,E,17,0,0,coldcge,0,0,
Cold.3.E,Cold,C3,E,19,0,0,coldcge,0,0,
Cold.3.E,Cold,C3,E,21,0,0,coldcge,0,0,
Cold.3.E,Cold,C3,E,23,11,0,coldcge,11,0,100
Cold.3.E,Cold,C3,E,25,5,0,coldcge,16,0,100
Cold.3.E,Cold,C3,E,27,2,0,coldcge,18,0,100
Cold.3.E,Cold,C3,E,29,0,0,coldcge,18,0,100
Cold.3.E,Cold,C3,E,31,5,0,coldcge,23,0,100
Cold.3.E,Cold,C3,E,33,7,1,coldcge,30,1,96.7741935483871
Cold.3.E,Cold,C3,E,35,1,0,coldcge,31,1,96.875
Cold.3.E,Cold,C3,E,37,0,0,coldcge,31,1,96.875
Cold.3.E,Cold,C3,E,39,12,0,coldcge,43,1,97.7272727272727
Cold.3.E,Cold,C3,E,41,6,0,coldcge,49,1,98
Cold.3.E,Cold,C3,E,43,1,1,coldcge,50,2,96.1538461538462
Cold.3.E,Cold,C3,E,47,2,0,coldcge,52,2,96.2962962962963
Cold.3.E,Cold,C3,E,51,4,2,coldcge,56,4,93.3333333333333
Cold.4.A,Cold,C4,A,1,0,0,coldcge,0,0,
Cold.4.A,Cold,C4,A,3,0,0,coldcge,0,0,
Cold.4.A,Cold,C4,A,5,0,0,coldcge,0,0,
Cold.4.A,Cold,C4,A,7,0,0,coldcge,0,0,
Cold.4.A,Cold,C4,A,9,0,0,coldcge,0,0,
Cold.4.A,Cold,C4,A,11,0,0,coldcge,0,0,
Cold.4.A,Cold,C4,A,13,0,0,coldcge,0,0,
Cold.4.A,Cold,C4,A,15,0,0,coldcge,0,0,
Cold.4.A,Cold,C4,A,17,0,0,coldcge,0,0,
Cold.4.A,Cold,C4,A,19,0,0,coldcge,0,0,
Cold.4.A,Cold,C4,A,21,7,0,coldcge,7,0,100
Cold.4.A,Cold,C4,A,23,8,0,coldcge,15,0,100
Cold.4.A,Cold,C4,A,25,2,0,coldcge,17,0,100
Cold.4.A,Cold,C4,A,27,9,0,coldcge,26,0,100
Cold.4.A,Cold,C4,A,29,5,0,coldcge,31,0,100
Cold.4.A,Cold,C4,A,31,4,0,coldcge,35,0,100
Cold.4.A,Cold,C4,A,33,3,0,coldcge,38,0,100
Cold.4.A,Cold,C4,A,35,1,0,coldcge,39,0,100
Cold.4.A,Cold,C4,A,37,1,0,coldcge,40,0,100
Cold.4.A,Cold,C4,A,39,2,1,coldcge,42,1,97.6744186046512
Cold.4.A,Cold,C4,A,41,5,0,coldcge,47,1,97.9166666666667
Cold.4.A,Cold,C4,A,43,0,1,coldcge,47,2,95.9183673469388
Cold.4.A,Cold,C4,A,47,4,2,coldcge,51,4,92.7272727272727
Cold.4.A,Cold,C4,A,51,1,3,coldcge,52,7,88.135593220339
Cold.4.B,Cold,C4,B,1,0,0,coldcge,0,0,
Cold.4.B,Cold,C4,B,3,0,0,coldcge,0,0,
Cold.4.B,Cold,C4,B,5,0,0,coldcge,0,0,
Cold.4.B,Cold,C4,B,7,0,0,coldcge,0,0,
Cold.4.B,Cold,C4,B,9,0,0,coldcge,0,0,
Cold.4.B,Cold,C4,B,11,0,0,coldcge,0,0,
Cold.4.B,Cold,C4,B,13,0,0,coldcge,0,0,
Cold.4.B,Cold,C4,B,15,0,0,coldcge,0,0,
Cold.4.B,Cold,C4,B,17,0,0,coldcge,0,0,
Cold.4.B,Cold,C4,B,19,0,0,coldcge,0,0,
Cold.4.B,Cold,C4,B,21,4,0,coldcge,4,0,100
Cold.4.B,Cold,C4,B,23,11,0,coldcge,15,0,100
Cold.4.B,Cold,C4,B,25,3,0,coldcge,18,0,100
Cold.4.B,Cold,C4,B,27,8,0,coldcge,26,0,100
Cold.4.B,Cold,C4,B,29,5,0,coldcge,31,0,100
Cold.4.B,Cold,C4,B,31,1,0,coldcge,32,0,100
Cold.4.B,Cold,C4,B,33,1,0,coldcge,33,0,100
Cold.4.B,Cold,C4,B,35,1,0,coldcge,34,0,100
Cold.4.B,Cold,C4,B,37,1,0,coldcge,35,0,100
Cold.4.B,Cold,C4,B,39,5,0,coldcge,40,0,100
Cold.4.B,Cold,C4,B,41,1,2,coldcge,41,2,95.3488372093023
Cold.4.B,Cold,C4,B,43,3,0,coldcge,44,2,95.6521739130435
Cold.4.B,Cold,C4,B,47,10,1,coldcge,54,3,94.7368421052632
Cold.4.B,Cold,C4,B,51,3,3,coldcge,57,6,90.4761904761905
Cold.4.C,Cold,C4,C,1,0,0,coldcge,0,0,
Cold.4.C,Cold,C4,C,3,0,0,coldcge,0,0,
Cold.4.C,Cold,C4,C,5,0,0,coldcge,0,0,
Cold.4.C,Cold,C4,C,7,0,0,coldcge,0,0,
Cold.4.C,Cold,C4,C,9,0,0,coldcge,0,0,
Cold.4.C,Cold,C4,C,11,0,0,coldcge,0,0,
Cold.4.C,Cold,C4,C,13,0,0,coldcge,0,0,
Cold.4.C,Cold,C4,C,15,0,0,coldcge,0,0,
Cold.4.C,Cold,C4,C,17,0,0,coldcge,0,0,
Cold.4.C,Cold,C4,C,19,0,0,coldcge,0,0,
Cold.4.C,Cold,C4,C,21,2,0,coldcge,2,0,100
Cold.4.C,Cold,C4,C,23,15,0,coldcge,17,0,100
Cold.4.C,Cold,C4,C,25,6,0,coldcge,23,0,100
Cold.4.C,Cold,C4,C,27,1,0,coldcge,24,0,100
Cold.4.C,Cold,C4,C,29,2,1,coldcge,26,1,96.2962962962963
Cold.4.C,Cold,C4,C,31,1,0,coldcge,27,1,96.4285714285714
Cold.4.C,Cold,C4,C,33,2,1,coldcge,29,2,93.5483870967742
Cold.4.C,Cold,C4,C,35,2,0,coldcge,31,2,93.9393939393939
Cold.4.C,Cold,C4,C,37,1,1,coldcge,32,3,91.4285714285714
Cold.4.C,Cold,C4,C,39,1,1,coldcge,33,4,89.1891891891892
Cold.4.C,Cold,C4,C,41,6,1,coldcge,39,5,88.6363636363637
Cold.4.C,Cold,C4,C,43,5,0,coldcge,44,5,89.795918367347
Cold.4.C,Cold,C4,C,47,6,0,coldcge,50,5,90.9090909090909
Cold.4.C,Cold,C4,C,51,1,1,coldcge,51,6,89.4736842105263
Cold.4.D,Cold,C4,D,1,0,0,coldcge,0,0,
Cold.4.D,Cold,C4,D,3,0,0,coldcge,0,0,
Cold.4.D,Cold,C4,D,5,0,0,coldcge,0,0,
Cold.4.D,Cold,C4,D,7,0,0,coldcge,0,0,
Cold.4.D,Cold,C4,D,9,0,0,coldcge,0,0,
Cold.4.D,Cold,C4,D,11,0,0,coldcge,0,0,
Cold.4.D,Cold,C4,D,13,0,0,coldcge,0,0,
Cold.4.D,Cold,C4,D,15,0,0,coldcge,0,0,
Cold.4.D,Cold,C4,D,17,0,0,coldcge,0,0,
Cold.4.D,Cold,C4,D,19,0,0,coldcge,0,0,
Cold.4.D,Cold,C4,D,21,2,0,coldcge,2,0,100
Cold.4.D,Cold,C4,D,23,3,0,coldcge,5,0,100
Cold.4.D,Cold,C4,D,25,6,0,coldcge,11,0,100
Cold.4.D,Cold,C4,D,27,5,0,coldcge,16,0,100
Cold.4.D,Cold,C4,D,29,5,0,coldcge,21,0,100
Cold.4.D,Cold,C4,D,31,5,0,coldcge,26,0,100
Cold.4.D,Cold,C4,D,33,4,0,coldcge,30,0,100
Cold.4.D,Cold,C4,D,35,2,1,coldcge,32,1,96.969696969697
Cold.4.D,Cold,C4,D,37,4,1,coldcge,36,2,94.7368421052632
Cold.4.D,Cold,C4,D,39,3,1,coldcge,39,3,92.8571428571429
Cold.4.D,Cold,C4,D,41,4,2,coldcge,43,5,89.5833333333333
Cold.4.D,Cold,C4,D,43,3,0,coldcge,46,5,90.1960784313726
Cold.4.D,Cold,C4,D,47,0,0,coldcge,46,5,90.1960784313726
Cold.4.D,Cold,C4,D,51,1,1,coldcge,47,6,88.6792452830189
Cold.4.E,Cold,C4,E,1,0,0,coldcge,0,0,
Cold.4.E,Cold,C4,E,3,0,0,coldcge,0,0,
Cold.4.E,Cold,C4,E,5,0,0,coldcge,0,0,
Cold.4.E,Cold,C4,E,7,0,0,coldcge,0,0,
Cold.4.E,Cold,C4,E,9,0,0,coldcge,0,0,
Cold.4.E,Cold,C4,E,11,0,0,coldcge,0,0,
Cold.4.E,Cold,C4,E,13,0,0,coldcge,0,0,
Cold.4.E,Cold,C4,E,15,0,0,coldcge,0,0,
Cold.4.E,Cold,C4,E,17,0,0,coldcge,0,0,
Cold.4.E,Cold,C4,E,19,0,0,coldcge,0,0,
Cold.4.E,Cold,C4,E,21,0,0,coldcge,0,0,
Cold.4.E,Cold,C4,E,23,4,0,coldcge,4,0,100
Cold.4.E,Cold,C4,E,25,7,0,coldcge,11,0,100
Cold.4.E,Cold,C4,E,27,6,0,coldcge,17,0,100
Cold.4.E,Cold,C4,E,29,0,0,coldcge,17,0,100
Cold.4.E,Cold,C4,E,31,4,0,coldcge,21,0,100
Cold.4.E,Cold,C4,E,33,0,0,coldcge,21,0,100
Cold.4.E,Cold,C4,E,35,1,0,coldcge,22,0,100
Cold.4.E,Cold,C4,E,37,5,0,coldcge,27,0,100
Cold.4.E,Cold,C4,E,39,1,0,coldcge,28,0,100
Cold.4.E,Cold,C4,E,41,6,0,coldcge,34,0,100
Cold.4.E,Cold,C4,E,43,3,0,coldcge,37,0,100
Cold.4.E,Cold,C4,E,47,2,1,coldcge,39,1,97.5
Cold.4.E,Cold,C4,E,51,0,1,coldcge,39,2,95.1219512195122
Hot.1.A,Hot,H1,A,1,0,0,coldcge,0,0,
Hot.1.A,Hot,H1,A,3,0,0,coldcge,0,0,
Hot.1.A,Hot,H1,A,5,0,0,coldcge,0,0,
Hot.1.A,Hot,H1,A,7,0,0,coldcge,0,0,
Hot.1.A,Hot,H1,A,9,0,0,coldcge,0,0,
Hot.1.A,Hot,H1,A,11,0,0,coldcge,0,0,
Hot.1.A,Hot,H1,A,13,0,0,coldcge,0,0,
Hot.1.A,Hot,H1,A,15,0,0,coldcge,0,0,
Hot.1.A,Hot,H1,A,17,0,0,coldcge,0,0,
Hot.1.A,Hot,H1,A,19,0,0,coldcge,0,0,
Hot.1.A,Hot,H1,A,21,12,0,coldcge,12,0,100
Hot.1.A,Hot,H1,A,23,12,0,coldcge,24,0,100
Hot.1.A,Hot,H1,A,25,7,0,coldcge,31,0,100
Hot.1.A,Hot,H1,A,27,3,0,coldcge,34,0,100
Hot.1.A,Hot,H1,A,29,9,0,coldcge,43,0,100
Hot.1.A,Hot,H1,A,31,4,1,coldcge,47,1,97.9166666666667
Hot.1.A,Hot,H1,A,33,4,2,coldcge,51,3,94.4444444444444
Hot.1.A,Hot,H1,A,35,0,2,coldcge,51,5,91.0714285714286
Hot.1.A,Hot,H1,A,37,0,3,coldcge,51,8,86.4406779661017
Hot.1.A,Hot,H1,A,39,0,1,coldcge,51,9,85
Hot.1.A,Hot,H1,A,41,0,1,coldcge,51,10,83.6065573770492
Hot.1.A,Hot,H1,A,43,0,1,coldcge,51,11,82.258064516129
Hot.1.A,Hot,H1,A,47,0,3,coldcge,51,14,78.4615384615385
Hot.1.A,Hot,H1,A,51,0,0,coldcge,51,14,78.4615384615385
Hot.1.B,Hot,H1,B,1,0,0,coldcge,0,0,
Hot.1.B,Hot,H1,B,3,0,0,coldcge,0,0,
Hot.1.B,Hot,H1,B,5,0,0,coldcge,0,0,
Hot.1.B,Hot,H1,B,7,0,0,coldcge,0,0,
Hot.1.B,Hot,H1,B,9,0,0,coldcge,0,0,
Hot.1.B,Hot,H1,B,11,0,0,coldcge,0,0,
Hot.1.B,Hot,H1,B,13,0,0,coldcge,0,0,
Hot.1.B,Hot,H1,B,15,0,0,coldcge,0,0,
Hot.1.B,Hot,H1,B,17,0,0,coldcge,0,0,
Hot.1.B,Hot,H1,B,19,0,0,coldcge,0,0,
Hot.1.B,Hot,H1,B,21,15,0,coldcge,15,0,100
Hot.1.B,Hot,H1,B,23,8,0,coldcge,23,0,100
Hot.1.B,Hot,H1,B,25,13,0,coldcge,36,0,100
Hot.1.B,Hot,H1,B,27,6,0,coldcge,42,0,100
Hot.1.B,Hot,H1,B,29,4,0,coldcge,46,0,100
Hot.1.B,Hot,H1,B,31,6,0,coldcge,52,0,100
Hot.1.B,Hot,H1,B,33,4,0,coldcge,56,0,100
Hot.1.B,Hot,H1,B,35,6,0,coldcge,62,0,100
Hot.1.B,Hot,H1,B,37,4,0,coldcge,66,0,100
Hot.1.B,Hot,H1,B,39,6,1,coldcge,72,1,98.6301369863014
Hot.1.B,Hot,H1,B,41,5,0,coldcge,77,1,98.7179487179487
Hot.1.B,Hot,H1,B,43,7,1,coldcge,84,2,97.6744186046512
