FLY_GENE1	FLY_GENE2	REFERENCE	DATE_LAST_UPDATED	DATA_VERSION	REFERENCEURL	SYMBOL_BD	SYMBOL_AD	INTERACTION_TYPE	INTERACTION_DETECT_METHODS
FBgn0003866	FBgn0028979	"FBrf0220823, FBrf0187389"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0220823, FBrf0187389"	tsh	tio	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003866	FBgn0001235	FBrf0151919	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0151919	tsh	hth	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003866	FBgn0284084	FBrf0151919	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0151919	tsh	wg	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003866	FBgn0024250	FBrf0151325	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0151325	tsh	brk	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003867	FBgn0005390	FBrf0100772	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0100772	tsl	fs(1)M3	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003867	FBgn0000166	FBrf0130066	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0130066	tsl	bcd	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003867	FBgn0003733	"FBrf0100772, FBrf0222574"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0100772, FBrf0222574"	tsl	tor	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003867	FBgn0003733	"FBrf0100772, FBrf0222574"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0100772, FBrf0222574"	tsl	tor	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003867	FBgn0023172	FBrf0235984	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0235984	tsl	RhoGEF2	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003867	FBgn0016917	FBrf0193272	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0193272	tsl	Stat92E	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003867	FBgn0004650	FBrf0100772	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0100772	tsl	fs(1)N	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003867	FBgn0003751	FBrf0100772	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0100772	tsl	trk	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003868	FBgn0003731	FBrf0052884	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0052884	tt	Egfr	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003870	FBgn0041111	FBrf0134581	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0134581	ttk	lilli	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003870	FBgn0002576	FBrf0209609	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0209609	ttk	lz	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003870	FBgn0005561	"FBrf0215342, FBrf0215342"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0215342, FBrf0215342"	ttk	sv	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003870	FBgn0003525	FBrf0155467	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0155467	ttk	stg	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003870	FBgn0262519	FBrf0141519	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0141519	ttk	Mi-2	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003870	FBgn0020496	FBrf0130164	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0130164	ttk	CtBP	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003870	FBgn0016756	"FBrf0204221, FBrf0204221"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0204221, FBrf0204221"	ttk	Usp47	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003870	FBgn0016756	"FBrf0204221, FBrf0204221"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0204221, FBrf0204221"	ttk	Usp47	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003870	FBgn0005561	"FBrf0215342, FBrf0215342"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0215342, FBrf0215342"	ttk	sv	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003870	FBgn0013725	FBrf0237755	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0237755	ttk	phyl	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003882	FBgn0015557	FBrf0080037	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0080037	tub	tor::tub	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003882	FBgn0004587	FBrf0068180	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0068180	tub	B52	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003884	FBgn0040080	FBrf0231608	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0231608	αTub84B	pins	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003888	FBgn0040080	FBrf0231608	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0231608	βTub60D	pins	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003889	FBgn0261109	FBrf0066557	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0066557	βTub85D	mrn	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003889	FBgn0004023	"FBrf0051995, FBrf0066557"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0051995, FBrf0066557"	βTub85D	wrl	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003889	FBgn0086915	FBrf0066557	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0066557	βTub85D	Mst77F	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003889	FBgn0003884	FBrf0066557	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0066557	βTub85D	αTub84B	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003889	FBgn0001179	FBrf0066557	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0066557	βTub85D	hay	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003889	FBgn0260634	FBrf0066557	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0066557	βTub85D	eIF4G2	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003891	FBgn0267790	FBrf0202711	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0202711	tud	rump	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0035719	FBrf0208057	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0208057	ptc	tow	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0284084	FBrf0187379	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0187379	ptc	wg	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0003444	"FBrf0208902, FBrf0102384, FBrf0146982, FBrf0221750, FBrf0132285, FBrf0187440"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0208902, FBrf0102384, FBrf0146982, FBrf0221750, FBrf0132285, FBrf0187440"	ptc	smo	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0003444	"FBrf0208902, FBrf0102384, FBrf0146982, FBrf0221750, FBrf0132285, FBrf0187440"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0208902, FBrf0102384, FBrf0146982, FBrf0221750, FBrf0132285, FBrf0187440"	ptc	smo	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0262447	FBrf0225466	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0225466	ptc	mir-14	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0001319	FBrf0099419	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0099419	ptc	kn	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0000577	FBrf0230788	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0230788	ptc	en	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0000490	"FBrf0093168, FBrf0132285, FBrf0068440"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0093168, FBrf0132285, FBrf0068440"	ptc	dpp	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0011300	FBrf0146982	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0146982	ptc	babo	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0005355	"FBrf0105900, FBrf0132285"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0105900, FBrf0132285"	ptc	Su(fu)	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0003499	FBrf0224486	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0224486	ptc	sr	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0040297	FBrf0233947	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0233947	ptc	Nhe2	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0004644	"FBrf0132285, FBrf0085299"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0132285, FBrf0085299"	ptc	hh	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0004859	"FBrf0134579, FBrf0085299, FBrf0087686"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0134579, FBrf0085299, FBrf0087686"	ptc	ci	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0003984	"FBrf0123237, FBrf0123237"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0123237, FBrf0123237"	ptc	vn	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0038862	FBrf0218247	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0218247	ptc	Usp8	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0024194	FBrf0190214	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0190214	ptc	rasp	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0001079	"FBrf0087686, FBrf0105900, FBrf0144801, FBrf0144801"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0087686, FBrf0105900, FBrf0144801, FBrf0144801"	ptc	fu	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0001079	"FBrf0087686, FBrf0105900, FBrf0144801, FBrf0144801"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0087686, FBrf0105900, FBrf0144801, FBrf0144801"	ptc	fu	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0005355	"FBrf0105900, FBrf0132285"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0105900, FBrf0132285"	ptc	Su(fu)	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0037657	FBrf0207957	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0207957	ptc	hyx	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0004859	"FBrf0134579, FBrf0085299, FBrf0087686"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0134579, FBrf0085299, FBrf0087686"	ptc	ci	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0034970	FBrf0219794	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0219794	ptc	yki	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003892	FBgn0003984	"FBrf0123237, FBrf0123237"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0123237, FBrf0123237"	ptc	vn	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003893	FBgn0005040	"unattributed, FBrf0041710, FBrf0047842"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/unattributed, FBrf0041710, FBrf0047842"	tuh1	E(tuh-1)	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003896	FBgn0004170	FBrf0212072	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0212072	tup	sc	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003896	FBgn0086680	FBrf0180170	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0180170	tup	vvl	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003896	FBgn0002023	FBrf0224126	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0224126	tup	Lim3	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003896	FBgn0003963	FBrf0090577	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0090577	tup	ush	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003896	FBgn0267978	"FBrf0104899, FBrf0190092"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0104899, FBrf0190092"	tup	ap	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003896	FBgn0000154	FBrf0179395	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0179395	tup	B	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003900	FBgn0284084	"FBrf0131308, FBrf0183937"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0131308, FBrf0183937"	twi	wg	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003900	FBgn0003205	FBrf0131308	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0131308	twi	Ras85D	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003900	FBgn0267821	FBrf0138569	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0138569	twi	da	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003900	FBgn0000719	FBrf0100749	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0100749	twi	fog	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003900	FBgn0284084	"FBrf0131308, FBrf0183937"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0131308, FBrf0183937"	twi	wg	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0000139	FBrf0085406	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0085406	Ubx	ash2	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0004569	FBrf0195051	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0195051	Ubx	aos	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0000015	FBrf0089610	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0089610	Ubx	Abd-B	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0000014	"FBrf0089610, FBrf0194816"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0089610, FBrf0194816"	Ubx	abd-A	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0003984	FBrf0195051	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0195051	Ubx	vn	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0004838	FBrf0107631	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0107631	Ubx	Hrb27C	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0004050	"FBrf0048913, FBrf0048913, FBrf0102392, FBrf0063642"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0048913, FBrf0048913, FBrf0102392, FBrf0063642"	Ubx	z	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0003567	"FBrf0040194, FBrf0020044, FBrf0058581, FBrf0090702"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0040194, FBrf0020044, FBrf0058581, FBrf0090702"	Ubx	su(Hw)	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0036761	FBrf0224861	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0224861	Ubx	MED19	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0003716	"FBrf0194425, FBrf0195181"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0194425, FBrf0195181"	Ubx	tkv	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0000541	"FBrf0155786, FBrf0066905, unattributed"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0155786, FBrf0066905, unattributed"	Ubx	E(bx)	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0004050	"FBrf0048913, FBrf0048913, FBrf0102392, FBrf0063642"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0048913, FBrf0048913, FBrf0102392, FBrf0063642"	Ubx	z	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0037831	"FBrf0206401, FBrf0206401, FBrf0206308"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0206401, FBrf0206401, FBrf0206308"	Ubx	Cap-H2	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0261823	FBrf0209467	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0209467	Ubx	Asx	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0034763	FBrf0187978	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0187978	Ubx	RYBP	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0261238	FBrf0195051	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0195051	Ubx	Alh	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0000662	FBrf0107631	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0107631	Ubx	fl(2)d	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0015380	FBrf0195051	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0195051	Ubx	drl	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0261617	FBrf0105823	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0105823	Ubx	nej	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0003731	FBrf0195051	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0195051	Ubx	Egfr	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0013343	FBrf0195051	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0195051	Ubx	Syx1A	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0000377	FBrf0107631	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0107631	Ubx	crn	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0000463	FBrf0190145	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0190145	Ubx	Dl	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0013263	"FBrf0160948, FBrf0174524, FBrf0076985"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0160948, FBrf0174524, FBrf0076985"	Ubx	Trl	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0037831	"FBrf0206401, FBrf0206401, FBrf0206308"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0206401, FBrf0206401, FBrf0206308"	Ubx	Cap-H2	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0005386	FBrf0085406	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0085406	Ubx	ash1	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0003977	FBrf0107631	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0107631	Ubx	vir	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0001235	FBrf0111139	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0111139	Ubx	hth	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0004647	FBrf0105823	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0105823	Ubx	N	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0010825	FBrf0180288	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0180288	Ubx	Gug	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0051481	FBrf0187678	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0187678	Ubx	pb	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0001330	FBrf0107631	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0107631	Ubx	kz	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0022787	FBrf0105802	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0105802	Ubx	Hel89B	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0003044	FBrf0038059	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0038059	Ubx	Pcl	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0000608	FBrf0048208	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0048208	Ubx	e(w<up>e</up>)	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0003415	FBrf0066905	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0066905	Ubx	skd	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0013764	FBrf0085609	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0085609	Ubx	Chi	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003944	FBgn0015894	FBrf0055820	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0055820	Ubx	su(Ubx<up>bx-1</up>)	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003963	FBgn0003896	FBrf0090577	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0090577	ush	tup	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003963	FBgn0003507	"FBrf0167995, FBrf0090577, FBrf0201267"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0167995, FBrf0090577, FBrf0201267"	ush	srp	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003963	FBgn0010389	FBrf0128466	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0128466	ush	htl	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003963	FBgn0003507	"FBrf0167995, FBrf0090577, FBrf0201267"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0167995, FBrf0090577, FBrf0201267"	ush	srp	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003964	FBgn0045032	FBrf0131311	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0131311	usp	usp::Cten\Usp-1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003964	FBgn0262406	FBrf0220235	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0220235	usp	let-7	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003964	FBgn0038197	FBrf0226858	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0226858	usp	foxo	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003965	FBgn0003575	"FBrf0049919, FBrf0008670, FBrf0052546, FBrf0174965"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0049919, FBrf0008670, FBrf0052546, FBrf0174965"	v	su(sable)	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003969	FBgn0003731	"FBrf0155942, FBrf0155942"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0155942, FBrf0155942"	vap	Egfr	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003969	FBgn0003731	"FBrf0155942, FBrf0155942"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0155942, FBrf0155942"	vap	Egfr	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003969	FBgn0014010	FBrf0225482	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0225482	vap	Rab5	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003969	FBgn0004635	FBrf0155942	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0155942	vap	rho	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003969	FBgn0085443	FBrf0225482	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0225482	vap	spri	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003969	FBgn0000108	FBrf0217742	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0217742	vap	Appl	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003969	FBgn0014388	FBrf0155942	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0155942	vap	sty	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003969	FBgn0004638	FBrf0155942	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0155942	vap	drk	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003969	FBgn0003205	FBrf0155942	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0155942	vap	Ras85D	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003975	FBgn0084606	FBrf0187637	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0187637	vg	1038	enhanceable	psi-mi:MI0208(genetic interaction)
